food_id,Name,Coarse-grained categories,Fine-grained categories,Cuisines,Associated Cuisines,Area,Countries,Wikipedia Link,Alias,Top_15_Similar_Foods,Top_15_Same_Fine_Category,Top_15_Same_Coarse_Category
399,Jiaozi,"[""side dish"", ""dumpling""]","[""mixed dumpling""]","[""Chinese""]","[""Chinese""]","[""China""]","[""China""]",https://en.wikipedia.org/wiki/Jiaozi,"{""ar - Arabic"": ""جياوزو"", ""ca - Catalan"": ""Jiaozi"", ""de - German"": ""Jiaozi"", ""es - Spanish"": ""Jiaozi"", ""fa - Persian"": ""جیائوزی"", ""fr - French"": ""Jiaozi"", ""gl - Galician"": ""Iaosi"", ""he - Hebrew"": ""ג'יאוזי"", ""hu - Hungarian"": ""Csiaoce"", ""hy - Armenian"": ""Ցզյաոցզի"", ""id - Indonesian"": ""Jiaozi"", ""it - Italian"": ""Jiaozi"", ""ja - Japanese"": ""餃子"", ""jv - Javanese"": ""Jiaozi"", ""ka - Georgian"": ""ჯიაოზი"", ""ko - Korean"": ""자오쯔"", ""ms - Malay"": ""Jiaozi"", ""my - Burmese"": ""ဖက်ထုပ်"", ""nan - Minnan"": ""Chúi-kiáu"", ""nb - Norwegian Bokmål"": ""Jiaozi"", ""pl - Polish"": ""Jiaozi"", ""ro - Romanian"": ""Jiaozi"", ""ru - Russian"": ""Цзяоцзы"", ""sv - Swedish"": ""Jiaozi"", ""th - Thai"": ""เกี๊ยวซ่า"", ""tr - Turkish"": ""Jiaozi"", ""uk - Ukrainian"": ""Цзяоцзи"", ""vi - Vietnamese"": ""Sủi cảo"", ""wuu - Wu"": ""饺子"", ""yue - Cantonese"": ""餃"", ""zh - Chinese"": ""饺子""}","[256, 511, 1715, 226, 405, 1448, 1368, 897, 2372, 2232, 483, 776, 1036, 398, 407]","[398, 400, 402, 403, 397]","[405, 398, 400, 401, 402, 403, 404, 397]"
400,Khinkali,"[""side dish"", ""dumpling""]","[""mixed dumpling""]","[""Georgian""]","[""Georgian""]","[""Mtskheta-Mtianeti""]","[""Georgia""]",https://en.wikipedia.org/wiki/Khinkali,"{""ar - Arabic"": ""خينكالي"", ""az - Azerbaijani"": ""Gürcü xəngəli"", ""ba - Bashkir"": ""Хинкали"", ""be - Belarusian"": ""Хінкалі"", ""be-tarask - Belarusian (Taraškievica orthography)"": ""Хінкалі"", ""bs - Bosnian"": ""Hinkali"", ""de - German"": ""Chinkali"", ""el - Greek"": ""Χινκάλι"", ""es - Spanish"": ""Jinkali"", ""fa - Persian"": ""خینکالی"", ""fi - Finnish"": ""Khinkali"", ""fr - French"": ""Khinkali"", ""gl - Galician"": ""Khinkali"", ""he - Hebrew"": ""חינקלי"", ""hu - Hungarian"": ""Khinkali"", ""hy - Armenian"": ""Խինկալի"", ""hyw - Western Armenian"": ""Խինկալի"", ""id - Indonesian"": ""Khinkali"", ""it - Italian"": ""Khink'ali"", ""ja - Japanese"": ""ヒンカリ"", ""jv - Javanese"": ""Khinkali"", ""ka - Georgian"": ""ხინკალი"", ""kk - Kazakh"": ""Хинкали"", ""ko - Korean"": ""힌칼리"", ""lt - Lithuanian"": ""Chinkaliai"", ""lv - Latvian"": ""Hinkali"", ""mk - Macedonian"": ""Хинкали"", ""nl - Dutch"": ""Chinkali"", ""os - Ossetic"": ""Хинкъали"", ""pl - Polish"": ""Chinkali"", ""pt - Portuguese"": ""Khinkali"", ""ru - Russian"": ""Хинкали"", ""rue - Rusyn"": ""Хінкалі"", ""sah - Yakut"": ""Хинкали"", ""sl - Slovenian"": ""Hinkali"", ""sr - Serbian"": ""Хинкали"", ""sv - Swedish"": ""Chinkali"", ""th - Thai"": ""ฆินกาลี"", ""tr - Turkish"": ""Hinkali"", ""uk - Ukrainian"": ""Хінкалі"", ""vi - Vietnamese"": ""Khinkali"", ""zh - Chinese"": ""卡里餃""}","[1328, 2015, 1234, 1386, 1311, 1393, 1710, 1868, 1044, 791, 376, 942, 642, 50, 399]","[399, 403, 397, 402, 398]","[399, 401, 404, 403, 405, 397, 402, 398]"
401,Manti,"[""side dish"", ""dumpling""]","[""meat dumpling""]","[""Turkish"", ""Armenian"", ""Central Asian""]","[""Turkish"", ""Armenian"", ""Central Asian""]","[""Turkey"", ""Armenia"", ""Central Asia""]","[""Turkey"", ""Armenia""]",https://en.wikipedia.org/wiki/Manti_(food),"{""ar - Arabic"": ""منتو"", ""az - Azerbaijani"": ""Mantı"", ""ba - Bashkir"": ""Манты"", ""bar - Bavarian"": ""Manti"", ""be - Belarusian"": ""Манты"", ""bg - Bulgarian"": ""Мантъ"", ""ca - Catalan"": ""Mantı"", ""de - German"": ""Mantı"", ""es - Spanish"": ""Mantı"", ""fa - Persian"": ""منتو"", ""fi - Finnish"": ""Manti"", ""fr - French"": ""Mantı"", ""he - Hebrew"": ""מנטו"", ""ia - Interlingua"": ""Manti"", ""id - Indonesian"": ""Manti"", ""it - Italian"": ""Manti"", ""ja - Japanese"": ""マンティ"", ""jv - Javanese"": ""Manti"", ""kk - Kazakh"": ""Мәнті"", ""ko - Korean"": ""만트"", ""ky - Kyrgyz"": ""Манты"", ""lt - Lithuanian"": ""Mantai"", ""nan - Minnan"": ""Manti"", ""nb - Norwegian Bokmål"": ""Mantı"", ""nl - Dutch"": ""Mantı"", ""pa - Punjabi"": ""ਮਾਨਤੀ"", ""pl - Polish"": ""Manti"", ""pt - Portuguese"": ""Mantı"", ""ro - Romanian"": ""Mantı"", ""ru - Russian"": ""Манты"", ""sq - Albanian"": ""Mantia"", ""sv - Swedish"": ""Manti"", ""tg - Tajik"": ""Манту"", ""tr - Turkish"": ""Mantı"", ""tt - Tatar"": ""Манты"", ""uk - Ukrainian"": ""Манти"", ""uz - Uzbek"": ""Manti"", ""zh - Chinese"": ""曼特""}","[397, 128, 503, 402, 405, 406, 2043, 399, 1349, 296, 507, 2333, 543, 407, 1328]",[405],"[397, 402, 405, 399, 400, 403, 398, 404]"
402,Momo,"[""side dish"", ""dumpling""]","[""mixed dumpling""]","[""Tibetan"", ""Nepalese""]","[""Tibetan"", ""Nepalese"", ""Bangladeshi"", ""Bhutanese"", ""Indian""]","[""Tibet"", ""Nepal""]","[""Bhutan"", ""China"", ""India"", ""Nepal"", ""Pakistan"", ""Nepal""]",https://en.wikipedia.org/wiki/Momo_(food),"{""ar - Arabic"": ""مومو"", ""as - Assamese"": ""মোমো"", ""be-tarask - Belarusian (Taraškievica orthography)"": ""Мома"", ""bn - Bangla"": ""মোমো"", ""bo - Tibetan"": ""མོག་མོག་"", ""cs - Czech"": ""Momo"", ""de - German"": ""Momo"", ""dz - Dzongkha"": ""མོ་མོ་"", ""en-simple - Simple English"": ""Momo"", ""es - Spanish"": ""Momo"", ""fi - Finnish"": ""Momo"", ""fr - French"": ""Momo"", ""he - Hebrew"": ""מומו"", ""hi - Hindi"": ""मोमो"", ""hy - Armenian"": ""Մոմո"", ""id - Indonesian"": ""Momo"", ""it - Italian"": ""Momo"", ""ja - Japanese"": ""モモ"", ""jv - Javanese"": ""Momo"", ""kn - Kannada"": ""ಮೋಮೊ"", ""ko - Korean"": ""모모"", ""ks - Kashmiri"": ""مومو"", ""ky - Kyrgyz"": ""Момо"", ""mni - Manipuri"": ""ꯃꯣꯃꯣ"", ""ms - Malay"": ""Momo"", ""ne - Nepali"": ""मम:"", ""nl - Dutch"": ""Momo"", ""pa - Punjabi"": ""ਮੋਮੋ"", ""pl - Polish"": ""Momo"", ""pt - Portuguese"": ""Momo"", ""ru - Russian"": ""Момо"", ""sat - Santali"": ""ᱢᱚᱢᱚ"", ""sv - Swedish"": ""Momos"", ""ta - Tamil"": ""மொமொ"", ""th - Thai"": ""โมโม"", ""tr - Turkish"": ""Momo"", ""uk - Ukrainian"": ""Момо"", ""zh - Chinese"": ""饃饃""}","[407, 1176, 401, 405, 398, 406, 397, 1714, 897, 413, 1713, 539, 473, 342, 171]","[398, 397, 403, 399, 400]","[401, 405, 398, 397, 403, 399, 404, 400]"
403,Pierogi,"[""side dish"", ""dumpling""]","[""mixed dumpling""]","[""Polish""]","[""Polish""]","[""Poland""]","[""Poland""]",https://en.wikipedia.org/wiki/Pierogi,"{""ar - Arabic"": ""بيروغة"", ""bs - Bosnian"": ""Piroge"", ""ca - Catalan"": ""Pierogui"", ""cs - Czech"": ""Pirohy"", ""csb - Kashubian"": ""Natkónô klóska"", ""cv - Chuvash"": ""Хуран кукли"", ""de - German"": ""Pirogge"", ""el - Greek"": ""Πιερόγκι"", ""en-simple - Simple English"": ""Pierogi"", ""eo - Esperanto"": ""Pierogi"", ""es - Spanish"": ""Pierogi"", ""fa - Persian"": ""پیروگی"", ""fi - Finnish"": ""Pierogi"", ""fr - French"": ""Pierogi"", ""gl - Galician"": ""Pierogi"", ""he - Hebrew"": ""פירוגי"", ""hr - Croatian"": ""Piroge"", ""hu - Hungarian"": ""Barátfüle"", ""hy - Armenian"": ""Պերոգի"", ""id - Indonesian"": ""Pierogi"", ""it - Italian"": ""Pierogi"", ""ja - Japanese"": ""ピエロギ"", ""jv - Javanese"": ""Pierogi"", ""ko - Korean"": ""피에로기"", ""lfn - Lingua Franca Nova"": ""Pirogi"", ""nl - Dutch"": ""Pierogi"", ""pl - Polish"": ""Pierogi"", ""pt - Portuguese"": ""Pierogi"", ""ro - Romanian"": ""Colțunași"", ""ru - Russian"": ""Пероги"", ""sh - Serbo-Croatian"": ""Piroge"", ""sk - Slovak"": ""Pirohy"", ""sr - Serbian"": ""Пироги"", ""ta - Tamil"": ""பியரோகி"", ""th - Thai"": ""ปีแยรอกี"", ""tl - Tagalog"": ""Pierogi"", ""tr - Turkish"": ""Piruhi"", ""tt - Tatar"": ""Туаруг пирмәнкәсе"", ""uk - Ukrainian"": ""Пироги"", ""vi - Vietnamese"": ""Pierogi"", ""zh - Chinese"": ""波蘭餃子""}","[404, 964, 1775, 1055, 398, 405, 402, 897, 1176, 413, 1714, 2043, 518, 1338, 2145]","[398, 402, 399, 397, 400]","[404, 398, 405, 402, 401, 399, 397, 400]"
404,Varenyky,"[""side dish"", ""dumpling""]","[""potato dumpling""]","[""Ukrainian""]","[""Ukrainian""]","[""Ukraine""]","[""Ukraine""]",https://en.wikipedia.org/wiki/Pierogi,"{""ar - Arabic"": ""بيروغة"", ""bs - Bosnian"": ""Piroge"", ""ca - Catalan"": ""Pierogui"", ""cs - Czech"": ""Pirohy"", ""csb - Kashubian"": ""Natkónô klóska"", ""cv - Chuvash"": ""Хуран кукли"", ""de - German"": ""Pirogge"", ""el - Greek"": ""Πιερόγκι"", ""en-simple - Simple English"": ""Pierogi"", ""eo - Esperanto"": ""Pierogi"", ""es - Spanish"": ""Pierogi"", ""fa - Persian"": ""پیروگی"", ""fi - Finnish"": ""Pierogi"", ""fr - French"": ""Pierogi"", ""gl - Galician"": ""Pierogi"", ""he - Hebrew"": ""פירוגי"", ""hr - Croatian"": ""Piroge"", ""hu - Hungarian"": ""Barátfüle"", ""hy - Armenian"": ""Պերոգի"", ""id - Indonesian"": ""Pierogi"", ""it - Italian"": ""Pierogi"", ""ja - Japanese"": ""ピエロギ"", ""jv - Javanese"": ""Pierogi"", ""ko - Korean"": ""피에로기"", ""lfn - Lingua Franca Nova"": ""Pirogi"", ""nl - Dutch"": ""Pierogi"", ""pl - Polish"": ""Pierogi"", ""pt - Portuguese"": ""Pierogi"", ""ro - Romanian"": ""Colțunași"", ""ru - Russian"": ""Пероги"", ""sh - Serbo-Croatian"": ""Piroge"", ""sk - Slovak"": ""Pirohy"", ""sr - Serbian"": ""Пироги"", ""ta - Tamil"": ""பியரோகி"", ""th - Thai"": ""ปีแยรอกี"", ""tl - Tagalog"": ""Pierogi"", ""tr - Turkish"": ""Piruhi"", ""tt - Tatar"": ""Туаруг пирмәнкәсе"", ""uk - Ukrainian"": ""Пироги"", ""vi - Vietnamese"": ""Pierogi"", ""zh - Chinese"": ""波蘭餃子""}","[403, 1775, 1208, 885, 1199, 1714, 820, 413, 1055, 405, 1209, 1250, 1381, 1203, 1420]",[],"[403, 405, 402, 398, 400, 401, 399, 397]"
405,Buuz,"[""side dish"", ""dumpling""]","[""meat dumpling""]","[""Mongolian"", ""Buryatian""]","[""Mongolian"", ""Buryatian""]","[""Ulaanbaatar"", ""Buryatia""]","[""Mongolia"", ""Russia""]",https://en.wikipedia.org/wiki/Buuz,"{""ca - Catalan"": ""Buuz"", ""cs - Czech"": ""Búz"", ""de - German"": ""Buuds"", ""es - Spanish"": ""Buuz"", ""fr - French"": ""Buuz"", ""id - Indonesian"": ""Buuz"", ""it - Italian"": ""Buuz"", ""ja - Japanese"": ""ボーズ"", ""jv - Javanese"": ""Buuz"", ""ko - Korean"": ""부즈"", ""ml - Malayalam"": ""ബൂസ്"", ""mn - Mongolian"": ""Бууз"", ""pa - Punjabi"": ""ਬੂਜ਼"", ""pt - Portuguese"": ""Buuz"", ""ro - Romanian"": ""Buuz"", ""ru - Russian"": ""Позы"", ""tt - Tatar"": ""Бууза"", ""tyv - Tuvinian"": ""Божа"", ""uk - Ukrainian"": ""Бууз"", ""uz - Uzbek"": ""Pozlar"", ""vi - Vietnamese"": ""Buuz"", ""zh - Chinese"": ""蒙古包子""}","[406, 511, 398, 402, 1713, 401, 407, 517, 2043, 399, 397, 1238, 539, 1543, 408]",[401],"[398, 402, 401, 399, 397, 403, 404, 400]"
406,Xiao Long Bao,"[""dumpling""]","[""soup dumpling""]","[""Chinese""]","[""Chinese""]","[""Changzou"",""Jiangsu""]","[""China""]",https://en.wikipedia.org/wiki/Xiaolongbao,"{""ca - Catalan"": ""Xiaolongbao"", ""de - German"": ""Xiaolongbao"", ""en-simple - Simple English"": ""Xiaolongbao"", ""es - Spanish"": ""Xiaolongbao"", ""fr - French"": ""Xiaolongbao"", ""he - Hebrew"": ""שיאולונגבאו"", ""hy - Armenian"": ""Սիաոլոն մանթի"", ""id - Indonesian"": ""Xiaolongbao"", ""it - Italian"": ""Xiaolongbao"", ""ja - Japanese"": ""小籠包"", ""jv - Javanese"": ""Xiaolongbao"", ""ko - Korean"": ""샤오룽바오"", ""ms - Malay"": ""Xiaolongbao"", ""nb - Norwegian Bokmål"": ""Xiaolongbao"", ""pt - Portuguese"": ""Xiaolongbao"", ""th - Thai"": ""เสี่ยวหลงเปา"", ""tl - Tagalog"": ""Xiaolongbao"", ""vi - Vietnamese"": ""Tiểu long bao"", ""wuu - Wu"": ""小笼馒头"", ""yue - Cantonese"": ""小籠包"", ""zh - Chinese"": ""小籠包""}","[405, 516, 517, 402, 1713, 171, 504, 1176, 398, 1592, 408, 201, 513, 397, 401]",[],"[1713, 408, 407, 1714, 1311, 413, 488, 727, 231, 1787, 537, 1366, 1387, 536, 1710]"
407,Shumai,"[""dumpling""]","[""pork dumpling"",""meat dumpling""]","[""Chinese""]","[""Chinese"", ""Cantonese"", ""Japanese"", ""Australian""]","[""Guangzhou"", ""Guangdong"", ""Hohhot"", ""Inner Mongolia""]","[""China"", ""Japan"", ""Australia""]",https://en.wikipedia.org/wiki/Shumai,"{""bcl - Central Bikol"": ""Siomai"", ""ceb - Cebuano"": ""Siyomay sa Tisa"", ""es - Spanish"": ""Shaomai"", ""fr - French"": ""Shaomai"", ""it - Italian"": ""Shumai"", ""ja - Japanese"": ""焼売"", ""jv - Javanese"": ""Siomay"", ""ko - Korean"": ""사오마이"", ""lzh - Literary Chinese"": ""燒賣"", ""ms - Malay"": ""Shumai"", ""nl - Dutch"": ""Siew maai"", ""tl - Tagalog"": ""Siyomay"", ""uk - Ukrainian"": ""Канум джііб"", ""vi - Vietnamese"": ""Xíu mại"", ""yue - Cantonese"": ""燒賣"", ""zh - Chinese"": ""燒賣""}","[1176, 402, 405, 1713, 542, 515, 1340, 398, 1714, 413, 539, 513, 324, 399, 406]",[],"[1713, 1714, 413, 406, 408, 1787, 1311, 488, 537, 536, 1710, 231, 727, 538, 1387]"
408,Siomay,"[""dumpling""]","[""seafood dumpling""]","[""Indonesian""]","[""Indonesian"", ""Chinese""]","[""West Java""]","[""Indonesia""]",https://en.wikipedia.org/wiki/Siomay,"{""bn - Bangla"": ""সিওমে"", ""es - Spanish"": ""Siomay"", ""fr - French"": ""Siomay"", ""id - Indonesian"": ""Siomai"", ""jv - Javanese"": ""Somay"", ""ms - Malay"": ""Shiomaiy"", ""th - Thai"": ""ซีโยไม""}","[1713, 406, 1311, 405, 143, 539, 398, 504, 2191, 299, 2235, 2323, 79, 1242, 407]",[],"[1713, 406, 1311, 407, 537, 1787, 413, 488, 1714, 536, 1370, 231, 1366, 727, 1710]"
409,Injera,"[""bread""]","[""flatbread""]","[""Ethiopian"", ""Eritrean""]","[""Ethiopian"", ""Eritrean""]","[""Ethiopia"", ""Eritrea""]","[""Ethiopia"", ""Eritrea""]",https://en.wikipedia.org/wiki/Injera,"{""am - Amharic"": ""እንጀራ"", ""ar - Arabic"": ""عنجيرة"", ""arz - Egyptian Arabic"": ""اينجيرا"", ""az - Azerbaijani"": ""İncera"", ""ca - Catalan"": ""Injera"", ""cs - Czech"": ""Indžera"", ""da - Danish"": ""Injera"", ""de - German"": ""Injera"", ""en-simple - Simple English"": ""Injera"", ""es - Spanish"": ""Ínyera"", ""fa - Persian"": ""اینجرا"", ""fr - French"": ""Injera"", ""he - Hebrew"": ""אנג'רה"", ""hr - Croatian"": ""Injera"", ""hu - Hungarian"": ""Indzsera"", ""id - Indonesian"": ""Injera"", ""ig - Igbo"": ""Injera"", ""it - Italian"": ""Injera"", ""ja - Japanese"": ""インジェラ"", ""jv - Javanese"": ""Injèra"", ""ko - Korean"": ""은저라"", ""la - Latin"": ""Injera"", ""lt - Lithuanian"": ""Indžera"", ""ms - Malay"": ""Injera"", ""nb - Norwegian Bokmål"": ""Injera"", ""nl - Dutch"": ""Injera"", ""pl - Polish"": ""Yndżera"", ""pt - Portuguese"": ""Injera"", ""ru - Russian"": ""Ынджера"", ""se - Northern Sami"": ""Injera"", ""sl - Slovenian"": ""Indžera"", ""so - Somali"": ""Canjeero"", ""sv - Swedish"": ""Injera"", ""sw - Swahili"": ""Injera"", ""ta - Tamil"": ""இஞ்சேரா"", ""th - Thai"": ""อึนเจอรา"", ""tr - Turkish"": ""İnjera"", ""uk - Ukrainian"": ""Инджера"", ""uz - Uzbek"": ""Injera"", ""yue - Cantonese"": ""印啫拿"", ""zh - Chinese"": ""英杰拉""}","[1073, 2310, 997, 1315, 1099, 1137, 1016, 2304, 50, 853, 973, 444, 2289, 411, 193]","[1073, 997, 1099, 1137, 1016, 2304, 50, 973, 411, 1118, 1104, 1132, 1002, 1164, 1109]","[1073, 2310, 997, 1099, 1137, 1016, 2304, 50, 973, 411, 1118, 1093, 2315, 1104, 1132]"
410,Pannenkoek,"[""pancake""]","[""pancake""]","[""Dutch""]","[""Dutch""]","[""Netherlands""]","[""Netherlands""]",https://en.wikipedia.org/wiki/Pannenkoek,"{""es - Spanish"": ""Pannekoeken"", ""ig - Igbo"": ""Pannenkoek"", ""ja - Japanese"": ""パンネクック"", ""jv - Javanese"": ""Pannenkoek"", ""ko - Korean"": ""파넌쿡""}","[438, 429, 437, 1040, 1421, 1199, 424, 428, 2261, 440, 696, 425, 430, 1137, 740]","[438, 1421, 1199, 424, 428, 440, 425, 430, 1005, 193, 1094, 421, 439, 2307, 422]","[438, 429, 437, 1421, 424, 428, 440, 425, 430, 1005, 193, 1094, 421, 432, 439]"
411,Bing,"[""bread""]","[""flatbread""]","[""Chinese""]","[""Chinese""]","[""China""]","[""China""]",https://en.wikipedia.org/wiki/Bing_(bread),"{""ar - Arabic"": ""بنغ"", ""arz - Egyptian Arabic"": ""بينج"", ""bn - Bangla"": ""বিং রুটি"", ""es - Spanish"": ""Bing"", ""fi - Finnish"": ""Bing"", ""fr - French"": ""Bing"", ""it - Italian"": ""Bing"", ""ja - Japanese"": ""餅"", ""jv - Javanese"": ""Bing"", ""ko - Korean"": ""빙"", ""zh - Chinese"": ""中式面饼""}","[187, 1149, 1123, 1018, 1024, 1124, 1085, 1164, 1141, 50, 507, 1111, 523, 241, 1004]","[1149, 1123, 1085, 1164, 50, 1101, 1002, 1038, 1096, 1119, 1109, 2304, 1159, 1008, 1062]","[187, 1149, 1123, 1018, 1024, 1124, 1085, 1164, 1141, 50, 1111, 1004, 1101, 441, 1112]"
412,Okonomiyaki,"[""pancake""]","[""savory pancake""]","[""Japanese""]","[""Japanese""]","[""Hiroshima"", ""Osaka""]","[""Japan""]",https://en.wikipedia.org/wiki/Okonomiyaki,"{""ar - Arabic"": ""أوكونومياكي"", ""arz - Egyptian Arabic"": ""اوكونومياكى"", ""bew - Betawi"": ""Okonomiyaki"", ""bn - Bangla"": ""ওকোনোমিয়াকি"", ""ca - Catalan"": ""Okonomiyaki"", ""cs - Czech"": ""Okonomijaki"", ""da - Danish"": ""Okonomiyaki"", ""de - German"": ""Okonomiyaki"", ""el - Greek"": ""Οκονομιγιάκι"", ""en-simple - Simple English"": ""Okonomiyaki"", ""es - Spanish"": ""Okonomiyaki"", ""fa - Persian"": ""اوکونومی‌یاکی"", ""fi - Finnish"": ""Okonomiyaki"", ""fr - French"": ""Okonomiyaki"", ""ga - Irish"": ""Okonomiyaki"", ""he - Hebrew"": ""אוקונומיאקי"", ""hu - Hungarian"": ""Okonomijaki"", ""hy - Armenian"": ""Օկոնոմիյակի"", ""id - Indonesian"": ""Okonomiyaki"", ""it - Italian"": ""Okonomiyaki"", ""ja - Japanese"": ""お好み焼き"", ""jv - Javanese"": ""Okonomiyaki"", ""ka - Georgian"": ""ოკონომიაკი"", ""ko - Korean"": ""오코노미야키"", ""mk - Macedonian"": ""Окономијаки"", ""ms - Malay"": ""Okonomiyaki"", ""nl - Dutch"": ""Okonomiyaki"", ""pl - Polish"": ""Okonomiyaki"", ""pt - Portuguese"": ""Okonomiyaki"", ""ro - Romanian"": ""Okonomiyaki"", ""ru - Russian"": ""Окономияки"", ""sl - Slovenian"": ""Okonomijaki"", ""sv - Swedish"": ""Okonomiyaki"", ""th - Thai"": ""โอโกโนมิยากิ"", ""tl - Tagalog"": ""Okonomiyaki"", ""tr - Turkish"": ""Okonomiyaki"", ""uk - Ukrainian"": ""Окономіякі"", ""vi - Vietnamese"": ""Okonomiyaki"", ""yue - Cantonese"": ""大阪燒"", ""zh - Chinese"": ""御好燒""}","[1761, 413, 1803, 1787, 327, 1706, 1482, 163, 392, 1698, 1699, 1701, 271, 1705, 1629]",[],"[1802, 437, 2260, 440, 1094, 423, 428, 193, 427, 425, 424, 430, 421, 429, 439]"
413,Oyaki,"[""dumpling""]","[""vegetable dumpling""]","[""Japanese""]","[""Japanese""]","[""Nagano""]","[""Japan""]",https://en.wikipedia.org/wiki/Oyaki,"{""ar - Arabic"": ""أوياكي"", ""de - German"": ""Oyaki"", ""en-simple - Simple English"": ""Oyaki"", ""es - Spanish"": ""Oyaki"", ""fr - French"": ""Oyaki"", ""ja - Japanese"": ""おやき""}","[1787, 271, 1665, 270, 1761, 412, 897, 1176, 414, 1698, 219, 1705, 1803, 398, 1645]",[538],"[1787, 407, 1311, 1713, 408, 1714, 406, 231, 488, 537, 536, 1366, 727, 1710, 1370]"
414,Dorayaki,"[""pancake"", ""dessert""]","[""wagashi pancake""]","[""Japanese""]","[""Japanese""]","[""Ueno""]","[""Japan""]",https://en.wikipedia.org/wiki/Dorayaki,"{""ar - Arabic"": ""دوراياكي"", ""arz - Egyptian Arabic"": ""دوراياكى"", ""ca - Catalan"": ""Doraiaki"", ""da - Danish"": ""Dorayaki"", ""de - German"": ""Dorayaki"", ""es - Spanish"": ""Dorayaki"", ""eu - Basque"": ""Dorayaki"", ""fa - Persian"": ""دورایاکی"", ""fr - French"": ""Dorayaki"", ""gl - Galician"": ""Dorayaki"", ""he - Hebrew"": ""דוראיאקי"", ""hu - Hungarian"": ""Dorajaki"", ""id - Indonesian"": ""Dorayaki"", ""it - Italian"": ""Dorayaki"", ""ja - Japanese"": ""どら焼き"", ""jv - Javanese"": ""Dorayaki"", ""kn - Kannada"": ""ಡೊರಾಯಾಕಿ"", ""ko - Korean"": ""도라야키"", ""ms - Malay"": ""Dorayaki"", ""nl - Dutch"": ""Dorayaki"", ""pl - Polish"": ""Dorayaki"", ""pt - Portuguese"": ""Dorayaki"", ""ru - Russian"": ""Дораяки"", ""sv - Swedish"": ""Dorayaki"", ""th - Thai"": ""โดรายากิ"", ""tr - Turkish"": ""Dorayaki"", ""uk - Ukrainian"": ""Дораякі"", ""uz - Uzbek"": ""Dorayaki"", ""vi - Vietnamese"": ""Dorayaki"", ""yue - Cantonese"": ""日式豆沙包"", ""zh - Chinese"": ""铜锣烧""}","[1655, 413, 1667, 1665, 831, 724, 392, 412, 1761, 1659, 1663, 1642, 1677, 999, 226]",[],[]
415,Buchimgae,"[""pancake"", ""fritter""]","[""pancake"", ""fritter""]","[""Korean""]","[""Korean""]","[""Korea""]","[""Korea""]",https://en.wikipedia.org/wiki/Buchimgae,"{""es - Spanish"": ""Buchimgae"", ""fr - French"": ""Buchimgae"", ""id - Indonesian"": ""Buchimgae"", ""ja - Japanese"": ""チヂミ"", ""ko - Korean"": ""부침개"", ""ms - Malay"": ""Buchimgae"", ""th - Thai"": ""พูชิมแก"", ""uk - Ukrainian"": ""Бучимгає"", ""zh - Chinese"": ""韩国煎饼""}","[416, 245, 1819, 417, 1802, 1372, 57, 437, 243, 1803, 254, 51, 1794, 411, 2233]","[417, 431]","[417, 431]"
416,Jeon,"[""fritter""]","[""mixed fritter""]","[""Korean""]","[""Korean""]","[""Korea""]","[""Korea""]",https://en.wikipedia.org/wiki/Jeon_(food),"{""de - German"": ""Jeon"", ""es - Spanish"": ""Chon"", ""fr - French"": ""Jeon"", ""hu - Hungarian"": ""Cson"", ""id - Indonesian"": ""Jeon"", ""it - Italian"": ""Jeon"", ""ja - Japanese"": ""ジョン"", ""jv - Javanese"": ""Jeon"", ""ko - Korean"": ""전"", ""ms - Malay"": ""Jeon"", ""ru - Russian"": ""Чон"", ""th - Thai"": ""ช็อน"", ""tr - Turkish"": ""Jeon"", ""vi - Vietnamese"": ""Jeon""}","[415, 1372, 501, 335, 497, 254, 417, 91, 24, 2228, 1794, 243, 382, 162, 469]",[],"[2228, 162, 469, 2148, 486, 1410, 1326, 1382, 1729, 684, 2221, 1401, 1177, 462, 461]"
